Date	Open_AAPL	High_AAPL	Low_AAPL	Close_AAPL	Volume_AAPL	AdjClose_AAPL	Return_AAPL
2012-06-29	577.999985	584.000015	574.249992	584.000015	105375200	75.990821	0.0262719263316
2012-07-02	584.730019	593.469978	583.600006	592.519997	100023000	77.099452	0.0145890120071
2012-07-03	594.879997	600.000008	593.999977	599.409981	60428200	77.995985	0.0116282668261
2012-07-05	600.56002	614.339989	599.649986	609.939995	121095800	79.366164	0.0175673017015
2012-07-06	607.089996	608.439987	601.580017	605.879982	104732600	78.83787	-0.00665641343079
2012-07-09	605.299995	613.899979	604.110008	613.889992	94851400	79.880142	0.0132204484977
2012-07-10	617.969978	619.869995	605.309982	608.210022	127989400	79.141058	-0.00925241219526
2012-07-11	606.119987	607.659996	597.220024	604.430016	117330500	78.649198	-0.00621497882932
2012-07-12	600.240013	603.469994	592.68	598.900009	107010400	77.929627	-0.00914912063058
2012-07-13	602.949982	607.190025	600.000008	604.970001	77856800	78.719462	0.0101352339336
2012-07-16	605.120018	611.61998	605.019989	606.910019	75315100	78.971899	0.00320679274968
2012-07-17	610.790001	611.499977	603.149986	606.93998	73406200	78.975798	4.9371992435e-05
2012-07-18	606.590012	608.340012	603.559982	606.260017	63175000	78.88732	-0.0011203178979
2012-07-19	611.279999	615.349998	605.999985	614.320015	109215400	79.936098	0.0132946334088
2012-07-20	613.029999	614.440018	603.700012	604.300026	99367800	78.632284	-0.0163107035823
2012-07-23	594.399986	605.900009	587.710007	603.830002	121993900	78.571124	-0.000777797577392
2012-07-24	607.37999	609.680016	598.509987	600.919975	141283100	78.192467	-0.00481928959041
2012-07-25	574.459984	580.799995	570.000015	574.970009	219328200	74.815825	-0.0431837251023
2012-07-26	579.760025	580.399986	570.360023	574.88002	101658200	74.804116	-0.000156504322448
2012-07-27	575.01001	585.830017	571.590012	585.159988	100984100	76.141758	0.0178819304542
2012-07-30	590.920013	599.439995	587.820023	595.030014	94785600	77.426058	0.0168672228451
2012-07-31	603.229988	611.699982	602.720016	610.759987	115581900	79.472862	0.02643559614
2012-08-01	615.910011	616.400009	603.000023	606.80999	96125400	78.958884	-0.00646733975681
2012-08-02	602.840019	610.690025	600.25	607.789986	83039600	79.086402	0.00161499243074
2012-08-03	613.630013	617.980019	611.560005	615.70002	86230200	80.115666	0.0130144244013
2012-08-06	617.290016	624.870003	615.26001	622.550003	75525800	81.006994	0.0111255144531
2012-08-07	622.769981	624.999992	618.039993	620.910019	72611700	80.793597	-0.00263430340348
2012-08-08	619.389984	623.88002	617.099998	619.860008	61176500	80.656968	-0.00169108698057
2012-08-09	617.849976	621.730011	617.799988	620.729988	55410600	81.116963	0.00570310304746
2012-08-10	618.710022	621.760025	618.699982	621.699997	48734700	81.243723	0.00156268177841
2012-08-13	623.390022	630.0	623.249992	630.0	69708100	82.328367	0.0133504960131
2012-08-14	631.870003	638.610023	630.209991	631.690025	85042300	82.54922	0.00268258691442
2012-08-15	631.300003	633.999985	627.750015	630.829979	64335600	82.436829	-0.00136150287065
2012-08-16	631.210014	636.759995	630.499985	636.340012	63633500	83.15688	0.00873457905568
2012-08-17	640.000015	648.190002	638.809975	648.110001	110690300	84.694981	0.0184963769684
2012-08-20	650.010017	665.150017	649.900002	665.150017	153346200	86.92177	0.0262918649217
2012-08-21	670.82	674.880013	650.330025	656.059982	203179900	85.733884	-0.0136661506088
2012-08-22	654.419998	668.999985	648.110001	668.869995	141330700	87.407896	0.0195256755194
2012-08-23	666.109985	669.899979	661.149979	662.630013	105032200	86.592456	-0.0093291342924
2012-08-24	659.509995	669.479996	655.550011	663.219986	109335100	86.669553	0.000890343149524
2012-08-27	679.989983	680.870003	673.540009	675.679977	106752100	88.297824	0.0187871166245
2012-08-28	674.979988	676.100014	670.669983	674.800011	66854200	88.18283	-0.00130234239974
2012-08-29	675.250008	677.669983	672.600014	673.469994	50701700	88.009024	-0.00197097326089
2012-08-30	670.640022	671.550003	662.849991	663.869987	75674900	86.754495	-0.0142545496244
2012-08-31	667.249985	668.599976	657.250023	665.240005	84580300	86.933529	0.00206368557618
2012-09-04	665.760017	675.139992	664.500015	674.970001	91973000	88.205045	0.0146263014354
2012-09-05	675.570015	676.350006	669.599998	670.230026	84093800	87.585625	-0.00702250081047
2012-09-06	673.170013	678.290024	670.800026	676.270004	97799100	88.374929	0.00901179845437
2012-09-07	678.050018	682.480026	675.77002	680.43998	82416600	88.919861	0.00616613790999
2012-09-10	680.45002	683.289978	662.100014	662.739975	121999500	86.606825	-0.0260125912702
2012-09-11	665.110016	670.099983	656.499992	660.590019	125995800	86.325869	-0.0032440399472
2012-09-12	666.849976	669.899979	656.000008	669.790016	178058300	87.528124	0.0139269377062
2012-09-13	677.370003	685.500015	674.769997	682.980011	149590000	89.251792	0.0196927332751
2012-09-14	689.959984	696.980011	687.889977	691.280014	150118500	90.336436	0.0121526299438
2012-09-17	699.349998	699.799995	694.610023	699.780022	99507800	91.447217	0.0122960463041
2012-09-18	699.879997	702.329987	696.419998	701.910004	93375800	91.725563	0.00304378863711
2012-09-19	700.259979	703.989998	699.569977	702.100021	81718700	91.750394	0.000270709703902
2012-09-20	699.159981	700.059975	693.619987	698.699997	84142100	91.306079	-0.00484264950404
2012-09-21	702.409988	705.070023	699.359985	700.089989	142897300	91.487723	0.00198939656581
2012-09-24	686.859993	695.119995	682.999985	690.790016	159941600	90.272403	-0.013283968167
2012-09-25	688.260025	692.780022	673.000023	673.540009	129697400	88.018173	-0.0249714190061
2012-09-26	668.740005	672.690002	661.20002	665.179977	144125800	86.925685	-0.0124120731295
2012-09-27	664.290024	682.170006	660.350014	681.32	148522500	89.034862	0.02426414011
2012-09-28	678.750008	681.110008	666.75	667.100021	133777700	87.176596	-0.0208712178382
2012-10-01	671.159981	676.750015	656.499992	659.389992	135898700	86.16905	-0.0115575285826
2012-10-02	661.81002	666.349991	650.649979	661.309982	156998100	86.419954	0.00291176472295
2012-10-03	664.860023	671.860023	662.630013	671.449974	106070300	87.745048	0.0153331949239
2012-10-04	671.250023	674.249985	665.550026	666.799988	92681400	87.137388	-0.00692529110019
2012-10-05	665.200005	666.000023	651.280006	652.589996	148501500	85.280427	-0.0213107259997
2012-10-08	646.880013	647.559975	636.109993	638.170013	159498500	83.396024	-0.0220965474293
2012-10-09	638.650024	640.490013	623.550026	635.850014	209649300	83.092847	-0.00363538914037
2012-10-10	639.739983	644.979996	637.0	640.909996	127589000	83.754085	0.00795782096623
2012-10-11	646.499977	647.20002	628.099983	628.099983	136520300	82.080073	-0.0199872280857
2012-10-12	629.55999	635.37999	625.300026	629.710007	115003700	82.290471	0.00256332618028
2012-10-15	632.350014	635.129997	623.850006	634.760002	108125500	82.950404	0.00801955550844
2012-10-16	635.370003	650.300011	631.000023	649.789986	137442900	84.914522	0.0236782210247
2012-10-17	648.870018	652.790001	644.0	644.610001	97259400	84.237601	-0.00797179309329
2012-10-18	639.590019	642.059982	630.0	632.640007	119156100	82.673363	-0.0185693559815
2012-10-19	631.050011	631.769974	609.619987	609.840019	186021500	79.693862	-0.0360394314672
2012-10-22	612.419998	635.37999	610.759987	634.029999	136682700	82.855007	0.039666103771
2012-10-23	631.000023	633.900009	611.699982	613.359993	176786400	80.153852	-0.0326009869265
2012-10-24	621.440018	626.549988	610.639984	616.829979	139631800	80.60731	0.00565734507682
2012-10-25	619.999985	621.999977	605.549988	609.539986	164081400	79.654654	-0.0118184814752
2012-10-26	609.430023	614.000008	591.000015	603.999992	254608200	78.930688	-0.00908880980137
2012-10-31	594.879997	601.959999	587.70002	595.320007	127500800	77.796388	-0.0143708363469
2012-11-01	598.219994	603.000023	594.170021	596.540009	90324500	77.955817	0.00204931108113
2012-11-02	595.890007	596.950005	574.749977	576.800011	149843400	75.376195	-0.0330908211763
2012-11-05	583.520004	587.769981	577.599976	584.620003	132283900	76.398112	0.0135575562019
2012-11-06	590.230011	590.739983	580.090019	582.849976	93729300	76.166804	-0.00302766644286
2012-11-07	573.839996	574.539986	555.750023	558.000008	198412200	73.252462	-0.0382626268525
2012-11-08	560.629974	562.230011	535.290009	537.749985	264036500	70.594104	-0.0362903570395
2012-11-09	540.420006	554.87999	533.719986	547.059998	232478400	71.816292	0.0173128906063
2012-11-12	554.149986	554.500008	538.649979	542.829994	128950500	71.260991	-0.00773224270615
2012-11-13	538.910011	550.479996	536.359993	542.900009	133237300	71.270182	0.000128976595344
2012-11-14	545.500015	547.45002	536.180016	536.880005	119292600	70.479895	-0.0110886064526
2012-11-15	537.530006	539.499985	522.620026	525.619987	197477700	69.001716	-0.0209730590546
2012-11-16	525.200005	530.000008	505.75	527.680008	316723400	69.272149	0.00391922137125
2012-11-19	540.709999	567.499985	539.88002	565.730011	205829400	74.267232	0.0721080993171
2012-11-20	571.910019	571.95002	554.580009	560.909981	160688500	73.634474	-0.00852001593381
2012-11-21	564.249977	567.369995	556.599976	561.700012	93250500	73.738187	0.00140848429229
2012-11-23	567.169991	572.000008	562.600006	571.500023	68206600	75.024701	0.0174470522309
2012-11-26	575.900017	589.999992	573.710007	589.530022	157644900	77.391622	0.0315485562548
2012-11-27	589.549995	590.419975	580.100006	584.780006	133332500	76.768055	-0.00805729333338
2012-11-28	577.269981	585.800003	572.259987	582.940018	130216100	76.526507	-0.00314646502377
2012-11-29	590.220024	594.250023	585.249977	589.359978	128674700	77.369299	0.0110130728951
2012-11-30	586.789986	588.400009	582.679985	585.279991	97829900	76.833691	-0.00692274593311
2012-12-03	593.650009	594.590004	585.500023	586.190025	91070000	76.953158	0.00155487779443
2012-12-04	581.800018	581.800018	572.129997	575.849976	139267100	75.595749	-0.0176394190346
2012-12-05	568.910004	569.249985	538.769981	538.790009	261159500	70.730635	-0.0643569785915
2012-12-06	528.94001	553.31002	518.629974	547.239975	294303100	71.839919	0.0156832184527
2012-12-07	553.400009	555.199997	530.000008	533.250015	196760200	70.003362	-0.025564575038
2012-12-10	525.0	538.510002	521.580002	529.819977	157621100	69.553077	-0.00643233392133
2012-12-11	539.770004	549.559975	537.370003	541.390015	148086400	71.071955	0.0218376823214
2012-12-12	547.769974	547.999992	536.270004	539.0	121786000	70.758202	-0.00441458237641
2012-12-13	531.149994	537.640022	525.800018	529.689987	156314900	69.536013	-0.017272753765
2012-12-14	514.749992	518.12999	505.580009	509.789986	252394800	66.923604	-0.0375691513979
2012-12-17	508.929993	519.999992	501.230003	518.829979	189401800	68.110346	0.0177327867758
2012-12-18	525.0	534.899986	520.249985	533.900017	156421300	70.088692	0.029046189253
2012-12-19	531.470001	533.700012	525.499985	526.30999	112342300	69.092298	-0.014216187684
2012-12-20	530.000008	530.200012	518.88002	521.730019	120422400	68.491054	-0.00870204085555
2012-12-21	512.469994	519.669998	510.239983	519.330017	149067100	68.175989	-0.00460008981611
2012-12-24	520.350014	524.250023	518.709976	520.169983	43938300	68.286257	0.00161740227927
2012-12-26	519.000023	519.460007	511.120003	512.999992	75609100	67.345003	-0.0137839448427
2012-12-27	513.539978	516.25	504.659988	515.060013	113780100	67.615436	0.00401563572579
2012-12-28	510.290024	514.480026	508.119987	509.589981	88569600	66.897348	-0.0106201785048
2012-12-31	510.529976	535.400024	509.000008	532.169991	164873100	69.86158	0.0443101571082
2013-01-02	553.819992	554.999992	541.63002	549.029976	140129500	72.074905	0.0316815766262
2013-01-03	547.87999	549.669991	540.999992	542.099991	88241300	71.165159	-0.0126222296096
2013-01-04	536.969994	538.630005	525.829979	526.999992	148583400	69.182879	-0.0278546416232
2013-01-07	521.999985	529.300018	515.199989	523.900002	121039100	68.775922	-0.00588233687124
2013-01-08	529.209976	531.889984	521.250008	525.31002	114676800	68.961025	0.00269139249053
2013-01-09	522.500023	525.009987	515.990021	517.100006	101901100	67.88324	-0.0156289005275
2013-01-10	528.549988	528.719978	515.519997	523.509979	150286500	68.724721	0.0123960052584
2013-01-11	521.000015	525.320007	519.019997	520.300026	87626700	68.303329	-0.00613159273502
2013-01-14	502.680023	507.5	498.509995	501.750015	183551900	65.868142	-0.0356525375213
2013-01-15	498.300003	498.990005	483.379982	485.920013	219193100	63.79003	-0.0315495767286
2013-01-16	494.639999	509.440018	492.499977	506.089981	172701200	66.437879	0.0415088219899
2013-01-17	510.309998	510.750008	502.030022	502.680023	113419600	65.990231	-0.00673784303078
2013-01-18	498.519981	502.219986	496.399986	500.000015	118230700	65.638408	-0.00533144064915
2013-01-22	504.560013	507.879982	496.630005	504.770004	115386600	66.264597	0.00953997848333
2013-01-23	508.80999	514.989998	504.770004	514.010002	215377400	67.477594	0.0183053554223
2013-01-24	460.000008	465.730019	450.249985	450.499977	365213100	59.140201	-0.12355794725
2013-01-25	451.690018	456.229988	434.999996	439.880001	302006600	57.746044	-0.023573761611
2013-01-28	437.829994	453.209999	435.859989	449.830002	196379400	59.052249	0.0226198179048
2013-01-29	458.5	460.200012	452.119987	458.269981	142789500	60.160222	0.0187625876874
2013-01-30	456.999992	462.600014	454.500015	456.830002	104288800	59.971186	-0.00314220914943
2013-01-31	456.980019	459.279991	454.980026	455.489998	79833600	59.795275	-0.00293325864858
2013-02-01	459.110001	459.479996	448.350021	453.619995	134871100	59.549787	-0.00410547488911
2013-02-04	453.909988	455.939995	441.999996	442.320004	119279300	58.06636	-0.0249107020316
2013-02-05	444.050003	459.739975	442.220001	457.840012	143336900	60.103777	0.0350877341028
2013-02-06	456.469994	466.500023	452.580025	457.350014	148426600	60.039452	-0.00107023224181
2013-02-07	463.250015	470.000023	454.11998	468.220009	176145200	61.824654	0.0297338156917
2013-02-08	474.000008	478.809998	468.250023	474.980003	158289600	62.717257	0.0144376545965
2013-02-11	476.499985	484.940018	473.249977	479.930023	129372600	63.370867	0.0104215335821
2013-02-12	479.509987	482.380013	467.739998	467.900002	152263300	61.7824	-0.0250662027395
2013-02-13	467.209999	473.639999	463.220001	467.009995	118801900	61.664882	-0.00190212746672
2013-02-14	464.520004	471.640007	464.02002	466.590012	88818800	61.609426	-0.000899312513077
2013-02-15	468.849983	470.160027	459.920006	460.160011	97936300	60.760397	-0.0137808295763
2013-02-19	461.100006	462.730003	453.850014	459.990021	108945900	60.737951	-0.000369418257751
2013-02-20	457.689995	457.689995	448.800018	448.850006	119075600	59.267002	-0.0242179555909
2013-02-21	446.000008	449.170013	442.819988	446.060009	111795600	58.898606	-0.00621587034215
2013-02-22	449.250015	451.599976	446.599995	450.809998	82663700	59.525803	0.0106487579689
2013-02-25	453.850014	455.120003	442.569996	442.799988	93144800	58.468147	-0.0177680257417
2013-02-26	443.820011	451.540001	437.660004	448.970009	125374900	59.282848	0.0139340998783
2013-02-27	448.430023	452.439995	440.650005	444.569988	146837600	58.701861	-0.00980025453568
2013-02-28	444.050003	447.87001	441.400009	441.400009	80628800	58.283291	-0.00713043833483
2013-03-01	438.000011	438.179989	429.979988	430.470013	138112100	56.840073	-0.0247621226468
2013-03-04	427.799992	428.200001	419.000004	420.049988	145688900	55.464194	-0.0242061441406
2013-03-05	421.480007	435.189987	420.750004	431.139988	159608400	56.928538	0.0264016096583
2013-03-06	434.509998	435.249989	424.430008	425.659996	115062500	56.20495	-0.0127104616669
2013-03-07	424.499996	432.009995	421.059998	430.580002	117118400	56.854597	0.0115585371039
2013-03-08	429.800011	435.429993	428.609997	431.720001	97870500	57.005124	0.00264757834797
2013-03-11	429.749996	439.009995	425.140011	437.869995	118559000	57.817181	0.0142453334546
2013-03-12	435.60001	438.880005	427.57	428.429993	116477900	56.570705	-0.0215589203493
2013-03-13	428.449993	434.500011	425.359989	428.349991	101387300	56.560142	-0.000186722085221
2013-03-14	432.830013	434.639988	430.450012	432.499992	75968900	57.108116	0.009688342013
2013-03-15	437.929996	444.230007	437.250008	443.660007	160990200	58.581705	0.025803495251
2013-03-18	441.449997	457.459976	441.200005	455.720016	151549300	60.174132	0.0271830087567
2013-03-19	459.500023	460.970016	448.499985	454.489975	131693800	60.011715	-0.00269911662373
2013-03-20	457.419975	457.63002	449.589996	452.079987	77165200	59.693495	-0.0053026313279
2013-03-21	450.220024	457.979988	450.100021	452.729988	95813900	59.779323	0.00143781160745
2013-03-22	454.580017	462.099976	453.110023	461.910011	98776300	60.99147	0.0202770278947
2013-03-25	464.689995	469.949982	461.780022	463.580009	125283900	61.21198	0.0036154235994
2013-03-26	465.440025	465.839981	460.530006	461.140007	73573500	60.889797	-0.00526339778586
2013-03-27	456.460007	456.799988	450.729996	452.079987	82809300	59.693495	-0.0196470026005
2013-03-28	449.820015	451.820007	441.619987	442.660011	110709900	58.449664	-0.0208369605432
2013-04-01	441.899994	443.700008	427.73999	428.910004	97433000	56.634087	-0.0310622315981
2013-04-02	427.599987	438.139988	426.400013	429.789997	132379800	56.750283	0.00205169724021
2013-04-03	431.370007	437.279995	430.310009	431.989994	90804000	57.040775	0.00511877623588
2013-04-04	433.759995	434.999996	425.25	427.71999	89611900	56.476955	-0.00988450805586
2013-04-05	424.499996	424.949993	419.679993	423.199993	95923800	55.880126	-0.0105676554269
2013-04-08	424.849991	427.500011	422.48999	426.209995	75207300	56.277573	0.00711249291027
2013-04-09	426.360012	428.500008	422.749996	426.98	76653500	56.379246	0.0018066344119
2013-04-10	428.099998	437.05999	426.009991	435.689999	93982000	57.52933	0.0203990667062
2013-04-11	433.719994	437.989998	431.199989	434.329994	82091100	57.349753	-0.00312148603156
2013-04-12	434.14999	434.14999	429.090008	429.800011	59653300	56.751605	-0.0104298269602
2013-04-15	427.0	427.890007	419.550003	419.85001	79380000	55.437788	-0.0231503056169
2013-04-16	421.569996	426.610004	420.57	426.240009	76442800	56.281536	0.0152197270209
2013-04-17	420.269993	420.599987	398.109993	402.800007	236264000	53.186474	-0.0549924934529
2013-04-18	404.98999	405.790009	389.740002	392.049988	166574800	51.767021	-0.0266882328014
2013-04-19	387.970001	399.599987	385.100002	390.530006	152318600	51.56632	-0.00387700501445
2013-04-22	392.639988	402.199993	391.269997	398.670006	107480100	52.64114	0.0208434497556
2013-04-23	403.989994	408.380001	398.810009	406.12999	166059600	53.626171	0.0187121897436
2013-04-24	393.540009	415.250011	392.500011	405.459988	242412800	53.537703	-0.00164971688917
2013-04-25	411.23	413.939995	406.999996	408.380001	96209400	53.923267	0.00720172847162
2013-04-26	409.809994	418.770012	408.250011	417.199989	191024400	55.087875	0.0215975044687
2013-04-29	420.449997	433.619991	420.0	430.119991	160081600	56.793856	0.0309683573745
2013-04-30	435.099998	445.250004	432.069996	442.779987	172884600	58.465506	0.0294336415545
2013-05-01	444.459999	444.929996	434.389996	439.290001	126727300	58.004681	-0.00788199797672
2013-05-02	441.779991	448.589973	440.630005	445.519997	105457100	58.827302	0.0141819761064
2013-05-03	451.309982	453.230026	449.149986	449.980019	90325200	59.416211	0.0100108109666
2013-05-06	455.709976	462.200005	454.309998	460.709984	124160400	60.833016	0.0238454283125
2013-05-07	464.970001	465.749992	453.699997	458.660004	120938300	60.562333	-0.00444960677274
2013-05-08	459.039986	465.37001	455.810005	463.839989	118149500	61.246308	0.0112937359926
2013-05-09	459.80999	463.000023	455.579987	456.769974	99621900	60.711979	-0.00872426465282
2013-05-10	457.970001	459.710014	450.480003	452.969994	83713000	60.206901	-0.0083192478374
2013-05-13	451.509987	457.899986	451.5	454.740021	79237200	60.442166	0.00390760853145
2013-05-14	453.850014	455.200005	442.150013	443.860012	111779500	58.99604	-0.0239257805553
2013-05-15	439.160011	441.0	422.360001	428.850002	185403400	57.000972	-0.0338169816144
2013-05-16	423.239994	437.849995	418.900002	434.580013	150801000	57.762581	0.0133613335576
2013-05-17	439.049995	440.089993	431.009998	433.26001	106976100	57.587132	-0.00303741621241
2013-05-20	431.909992	445.800003	430.099991	442.930004	112894600	58.872428	0.0223191528274
2013-05-21	438.150002	445.479996	434.200005	439.659996	114005500	58.437792	-0.00738267495949
2013-05-22	444.050003	448.350021	438.21999	441.349995	110759600	58.662419	0.00384386528499
2013-05-23	435.950005	446.160011	435.790001	442.139999	88255300	58.767423	0.00178997050906
2013-05-24	440.85001	445.66	440.360012	445.150002	69041700	59.1675	0.00680780234315
2013-05-28	449.900017	451.109978	440.85001	441.44001	96536300	58.674384	-0.00833423754595
2013-05-29	440.000004	447.499989	439.39999	444.949997	82644100	59.140917	0.00795122109846
2013-05-30	445.650013	454.500015	444.509987	451.580002	88379900	60.022149	0.0149005467737
2013-05-31	452.500023	457.100021	449.500008	449.730026	96075700	59.776258	-0.00409667104722
2013-06-03	450.729996	452.359993	442.480007	450.720009	93088100	59.907843	0.00220129202467
2013-06-04	453.219986	454.43	447.389999	449.30999	73182200	59.720429	-0.00312837168916
2013-06-05	445.650013	450.720009	443.709995	445.110001	72647400	59.162184	-0.00934763881217
2013-06-06	445.470009	447.000004	434.049988	438.459995	104233500	58.278292	-0.0149401516347
2013-06-07	436.500004	443.239998	432.770012	441.810005	101133900	58.723562	0.00764040922819
2013-06-10	444.729992	449.080025	436.800011	438.889992	112538300	58.335446	-0.00660920398528
2013-06-11	435.740013	442.759987	433.320011	437.600002	71528100	58.163986	-0.002939207836
2013-06-12	439.499992	441.249992	431.499996	432.189999	66306800	57.44491	-0.0123629078654
2013-06-13	432.499992	437.139992	428.75	435.959991	71458100	57.946002	0.00872300087162
2013-06-14	435.400005	436.290012	428.500008	430.050003	67966500	57.160471	-0.013556258808
2013-06-17	431.439995	435.700012	430.359997	432.000008	64853600	57.419657	0.00453435731836
2013-06-18	431.559998	434.899994	430.210007	431.769989	48756400	57.389084	-0.000532448321661
2013-06-19	431.399994	431.66	422.999989	422.999989	77735000	56.223412	-0.0203117373332
2013-06-20	419.300011	425.980003	415.17001	416.840008	89327700	55.404653	-0.0145625989401
2013-06-21	418.490005	420.0	408.099995	413.500011	120279600	54.960714	-0.00801266637298
2013-06-24	407.400005	408.660007	398.049992	402.540001	120186500	53.503955	-0.0265054598818
2013-06-25	405.699993	407.790001	398.830009	402.62999	78540700	53.515916	0.000223553567208
2013-06-26	403.900005	404.790012	395.660004	398.069992	91931000	52.90982	-0.0113255279046
2013-06-27	399.249992	401.389988	393.540009	393.779987	84311500	52.33961	-0.0107770164404
2013-06-28	391.360012	400.269989	388.869995	396.53001	144629100	52.705132	0.006983659221
2013-07-01	402.689991	412.269997	401.219997	409.219994	97763400	54.391832	0.0320025761438
2013-07-02	409.960011	421.629997	409.470013	418.490005	117466300	55.623964	0.0226528865584
2013-07-03	420.859993	422.979988	417.450008	420.799992	60232200	55.930998	0.00551981516456
2013-07-05	420.389996	423.290009	415.349987	417.419994	68506200	55.481742	-0.0080323258312
2013-07-08	420.109989	420.999996	410.650013	415.050007	74534600	55.166733	-0.00567770564955
2013-07-09	413.599987	423.5	410.379993	422.349987	88146100	56.137017	0.0175882084589
2013-07-10	419.599991	424.800003	418.25	420.730003	70351400	55.921695	-0.00383565090393
2013-07-11	422.950001	428.249989	421.169987	427.289993	81573100	56.793622	0.0155919272476
2013-07-12	427.650002	429.789997	423.410011	426.510002	69890800	56.689949	-0.00182543384889
2013-07-15	425.009995	431.459995	424.800003	427.44001	60479300	56.813561	0.00218049234795
2013-07-16	426.519989	430.709991	424.170002	430.199993	54134500	57.180407	0.00645701472576
2013-07-17	429.700008	432.220013	428.220001	430.310009	49747600	57.19503	0.000255734451138
2013-07-18	433.380013	434.870007	430.609989	431.760002	54719700	57.387757	0.00336964592903
2013-07-19	433.100006	433.98	424.350006	424.949993	67180400	56.482599	-0.0157726673304
2013-07-22	429.460003	429.749996	425.470005	426.309998	51949100	56.663365	0.00320038389168
2013-07-23	426.000004	426.959999	418.710011	418.98999	92348900	55.69042	-0.0171706180881
2013-07-24	438.929993	444.589989	435.260002	440.510002	147984200	58.550771	0.0513616345504
2013-07-25	440.699993	441.400009	435.810001	438.499996	57373400	58.283609	-0.00456291173348
2013-07-26	435.300003	441.040001	434.340008	440.990013	50038100	58.614572	0.00567849187239
2013-07-29	440.799995	449.990005	440.200008	447.790009	62014400	59.518399	0.015419834508
2013-07-30	449.959991	457.150009	449.229988	453.320015	77355600	60.253425	0.0123495593354
2013-07-31	454.990013	457.339973	449.429993	452.529984	80739400	60.148417	-0.00174277229884
2013-08-01	455.749977	456.799988	453.259987	456.679985	51562700	60.700018	0.0091706652895
2013-08-02	458.010002	462.850006	456.660011	462.539986	68695900	61.478905	0.0128317424881
2013-08-05	464.689995	470.669998	462.150017	469.449997	79713900	62.397355	0.0149392706327
2013-08-06	468.020004	471.889999	462.169991	465.250008	83714400	61.83911	-0.00894661320179
2013-08-07	463.799988	467.000008	461.769981	464.979988	74714500	61.80322	-0.000580377046177
2013-08-08	463.860016	464.100021	457.949974	461.010017	63944300	61.680131	-0.0019916276207
2013-08-09	458.639977	460.459991	453.650009	454.449974	66716300	60.80244	-0.0142297201022
2013-08-12	456.860016	468.649979	456.629997	467.360016	91108500	62.52972	0.0284080704656
2013-08-13	470.940018	494.660027	468.050018	489.569977	220485300	65.501268	0.0475221702576
2013-08-14	497.88002	504.249992	493.400024	498.500008	189093100	66.696047	0.0182405476486
2013-08-15	496.420013	502.400017	489.079979	497.909981	122573500	66.617106	-0.00118359338448
2013-08-16	500.149979	502.940002	498.860016	502.330002	90576500	67.208476	0.00887714936161
2013-08-19	504.339981	513.739983	504.0	507.740005	127629600	67.932299	0.0107698171879
2013-08-20	509.709984	510.569977	500.820007	501.07	89672100	67.039896	-0.0131366524192
2013-08-21	503.590004	507.149979	501.199989	502.360016	83969900	67.212491	0.00257451175044
2013-08-22	504.979996	505.589996	498.199974	502.959976	61051900	67.292762	0.00119428693693
2013-08-23	503.269997	503.349998	499.350014	501.020012	55682900	67.033208	-0.00385708644267
2013-08-26	500.749992	510.199982	500.5	502.970016	82741400	67.294105	0.00389205600902
2013-08-27	498.000023	502.509979	486.299995	488.589981	106047200	65.370151	-0.0285902308976
2013-08-28	486.000015	495.800026	486.000015	490.899994	76902000	65.679215	0.00472790708408
2013-08-29	491.650024	496.500015	491.130013	491.700012	59914400	65.786252	0.00162969365575
2013-08-30	491.999992	492.949974	486.5	487.220016	68074300	65.186858	-0.00911123497353
2013-09-03	493.099991	500.599976	487.350006	488.579994	82982200	65.368814	0.00279129882284
2013-09-04	499.560005	502.240013	496.279984	498.690025	86258200	66.721471	0.0206926960615
2013-09-05	500.250008	500.679977	493.639977	495.269974	59091900	66.26389	-0.00685807721475
2013-09-06	498.43998	499.379974	489.950012	498.220001	89881400	66.658584	0.00595639646269
2013-09-09	505.000023	507.919983	503.479988	506.169983	85171800	67.72224	0.0159567745994
2013-09-10	506.199997	507.450012	489.500015	494.639999	185798900	66.179604	-0.0227788685076
2013-09-11	467.009995	473.689987	464.809998	467.709984	224674100	62.576543	-0.0544436772393
2013-09-12	468.500015	475.399986	466.010025	472.690018	101012800	63.242839	0.0106476958946
2013-09-13	469.339981	471.830025	464.699982	464.899986	74708900	62.200584	-0.0164802057669
2013-09-16	460.999977	461.609978	447.220009	450.119995	135926700	60.223118	-0.0317917593828
2013-09-17	447.959999	459.710014	447.499989	455.320007	99845200	60.918845	0.0115524905237
2013-09-18	463.18	466.350006	460.659996	464.680008	114215500	62.171152	0.0205569721488
2013-09-19	470.700012	475.830009	469.249992	472.299995	101135300	63.190657	0.016398361092
2013-09-20	477.999992	478.550018	465.999985	467.410004	174825700	62.536408	-0.0103535717313
2013-09-23	496.100006	496.910011	482.599991	490.640015	190526700	65.644432	0.0496994326889
2013-09-24	494.880005	495.469978	487.819977	489.100006	91086100	65.438389	-0.0031387734454
2013-09-25	489.199982	489.639992	481.429977	481.530006	79239300	64.425572	-0.0154774134186
2013-09-26	486.000015	488.56002	483.899994	486.219994	59305400	65.053062	0.0097397660668
2013-09-27	483.779991	484.669998	480.720001	482.750008	57010100	64.5888	-0.00713666637245
2013-09-30	477.250015	481.659996	474.410004	476.749977	65039100	63.786035	-0.0124288576348
