Date	Open_AXJO	High_AXJO	Low_AXJO	Close_AXJO	Volume_AXJO	AdjClose_AXJO	Return_AXJO	australia_EMA6	australia_EMA14	australia_MoM6	australia_MoM14	australia_WIILR6	australia_WIILR14	australia_K%6	australia_K%14	australia_OBV	australia_RSI6	australia_RSI14	australia_RoC6	australia_RoC14	australia_MA6	australia_MA14
2010-02-24	4702.399902	4702.399902	4641.0	4648.5	0	4648.5	-0.0147934230305	4665.24281318	4638.46307848	80.700195	26.899902	0.415722723795	0.275453163848	0.584277276205	0.724546836152	0.0	0.862416590766	0.574989416838	0.0176671917433	0.00582047373844	4673.69995117	4594.70710107
2010-02-25	4656.399902	4689.899902	4589.899902	4594.100098	0	4594.100098	-0.0117026787136	4660.45915227	4639.80133468	-73.799804	80.0	0.934535723476	0.490133206562	0.065464276524	0.509866793438	0.0	0.641133894178	0.526223394846	-0.0158100656718	0.0177222476824	4661.39998383	4600.42138679
2010-02-26	4607.200195	4637.700195	4593.299805	4637.700195	0	4637.700195	0.00949045429354	4641.49942248	4633.70783646	-17.199707	116.300293	0.627723293529	0.31807277369	0.372276706471	0.68192722631	0.0	0.346377926176	0.586994567489	-0.00369496817592	0.0257221868273	4658.533366	4608.72855057
2010-03-01	4633.100098	4686.5	4633.100098	4686.5	0	4686.5	0.0105224147634	4640.41392891	4634.24015093	51.399902	181.399902	0.247662219807	0.125492569743	0.752337780193	0.874507430257	0.0	0.468242705858	0.617214774776	0.0110892755093	0.0402654542749	4667.10001633	4621.68568643
2010-03-02	4694.399902	4716.200195	4683.5	4701.899902	0	4701.899902	0.00328601344287	4653.5813778	4641.20813081	-15.600098	188.5	0.127725197736	0.07474890725	0.872274802264	0.92525109275	0.0	0.585723848016	0.671585512666	-0.00330685702173	0.041764524326	4664.5	4635.14997214
2010-03-03	4708.799805	4745.700195	4706.299805	4735.700195	0	4735.700195	0.00718864580371	4667.38667043	4649.30036697	17.40039	181.40039	-0.135517158451	-0.0838977730862	1.13551715845	1.08389777309	0.0	0.466494536436	0.675938281844	0.00368785170912	0.0398305772055	4667.400065	4648.10714286
2010-03-04	4743.200195	4750.700195	4724.799805	4750.5	0	4750.5	0.00312515665912	4686.9048203	4660.82034404	102.0	188.399902	-0.0308074195984	-0.0230981628115	1.0308074196	1.02309816281	0.0	0.532732134746	0.671585815856	0.0219425621168	0.0412967488553	4684.400065	4661.56427871
2010-03-05	4753.399902	4780.399902	4750.200195	4767.200195	0	4767.200195	0.00351546047784	4705.07487165	4672.7776315	173.100097	221.700195	-0.102611753326	-0.0775374872252	1.10261175333	1.07753748723	0.0	0.741935708821	0.675877718022	0.0376787822005	0.0487735551644	4713.25008117	4677.40000693
2010-03-08	4787.799805	4828.5	4787.799805	4807.899902	0	4807.899902	0.00853744448213	4722.82496403	4685.36730663	170.199707	240.100097	-0.146980148279	-0.119565217391	1.14698014828	1.11956521739	0.0	1.0	0.70692600247	0.0366991611884	0.052563620835	4741.616699	4694.55001386
2010-03-09	4806.100098	4828.100098	4791.100098	4820.100098	0	4820.100098	0.00253753119838	4747.13208917	4701.70498602	133.600098	152.200196	0.0429882610688	0.0345532645569	0.957011738931	0.965446735443	0.0	1.0	0.716658075033	0.0285074358263	0.0326057111753	4763.883382	4705.42145643
2010-03-10	4818.600098	4837.600098	4804.299805	4820.0	0	4820.0	-2.07667886485e-05	4767.98009169	4717.49100095	118.100098	165.100098	0.0586206896552	0.0356244614786	0.941379310345	0.964375538521	0.0	1.0	0.663235147254	0.0251175270553	0.0354680232606	4783.56673167	4717.21432057
2010-03-11	4821.399902	4840.100098	4805.399902	4814.200195	0	4814.200195	-0.00120327904564	4782.84292264	4731.15886749	78.5	179.100097	0.17821668532	0.0944686495121	0.82178331468	0.905531350488	0.0	0.999153865163	0.682109361489	0.0165762182502	0.0386399631536	4796.650065	4730.00718464
2010-03-12	4814.299805	4835.899902	4812.200195	4818.100098	0	4818.100098	0.000810083262439	4791.80214331	4742.23104449	67.600098	100.600098	0.190806106625	0.0879295873933	0.809193893375	0.912070412607	0.0	0.934663170816	0.703847456699	0.0142301016735	0.0213248750397	4807.916748	4737.19290593
2010-03-15	4820.600098	4836.0	4784.100098	4784.100098	0	4784.100098	-0.00705672346121	4799.31584465	4752.34691829	16.899903	65.800293	0.622915021388	0.22382076791	0.377084978612	0.77617923209	0.0	0.925693827035	0.639412816185	0.00354503740324	0.0139457634571	4810.7333985	4741.89292686
2010-03-16	4785.600098	4806.399902	4781.100098	4797.200195	0	4797.200195	0.00273825729639	4794.96848846	4756.58067558	-10.699707	148.700195	0.766069696429	0.171462307727	0.233930303571	0.828537692273	0.0	0.587383422219	0.583503013112	-0.00222544296223	0.0319888555448	4808.950114	4752.51436936
2010-03-17	4806.0	4853.200195	4806.0	4853.200195	0	4853.200195	0.0116734757199	4795.6061189	4761.99661151	33.100097	259.100097	-0.222035542373	-0.0523584601828	1.22203554237	1.05235846018	0.0	0.422578207884	0.72042733615	0.00686709743097	0.0563984439766	4814.46679683	4771.02151914
2010-03-18	4860.600098	4874.399902	4846.799805	4863.100098	0	4863.100098	0.00203987113703	4812.06156922	4774.15708931	43.100098	225.399903	-0.137307762568	-0.038091143303	1.13730776257	1.0380911433	0.0	0.646590458098	0.88226640773	0.00894192904564	0.0486016545966	4821.6501465	4787.12151221
2010-03-19	4862.600098	4875.799805	4854.600098	4872.200195	0	4872.200195	0.00187125430623	4826.64400601	4786.01615713	58.0	185.700195	0.023576759068	0.00911607454103	0.976423240932	0.990883925459	0.0	0.675632439158	0.869266248219	0.0120476917558	0.0396244948256	4831.31681317	4800.38581186
2010-03-22	4857.200195	4857.5	4826.899902	4830.200195	0	4830.200195	-0.00862033543759	4839.66006001	4797.50736218	12.100097	128.300293	0.48151796288	0.237127697555	0.51848203712	0.762872302445	0.0	0.730158730159	0.849717880039	0.00251138348185	0.0272869043736	4833.333496	4809.5501185
2010-03-23	4839.600098	4882.399902	4839.200195	4874.799805	0	4874.799805	0.00923349099405	4836.95724143	4801.86640656	90.699707	139.09961	0.0105596947623	0.00589970501475	0.989440305238	0.994100294985	0.0	0.536868037317	0.719616996775	0.0189585721749	0.0293725540622	4848.45011383	4819.48580493
2010-03-24	4885.399902	4911.100098	4885.399902	4891.5	0	4891.5	0.00342582170921	4847.76940245	4811.59085968	94.299805	141.0	-0.0898333228759	-0.0577417030397	1.08983332288	1.05774170304	0.0	0.759587461701	0.72961353283	0.019657258644	0.0296810862015	4864.166748	4829.5572335
2010-03-25	4883.0	4890.799805	4871.899902	4885.399902	0	4885.399902	-0.00124708126342	4860.2638589	4822.24541172	32.199707	118.199707	0.24453065686	0.159727852664	0.75546934314	0.840272147336	0.0	0.764441694145	0.731299359817	0.00663473702016	0.0247943661195	4869.53336583	4838.00006971
2010-03-26	4878.600098	4896.899902	4834.799805	4896.899902	0	4896.899902	0.00235395264066	4867.4455855	4830.66601043	33.799804	89.0	0.168648015974	0.109232276923	0.831351984026	0.890767723077	0.0	0.625388361859	0.700883453287	0.0069502587483	0.0185112006935	4875.1666665	4844.35721257
2010-03-29	4902.5	4912.0	4890.399902	4897.299805	0	4897.299805	8.16645240873e-05	4875.8611045	4839.49719597	25.09961	77.199707	0.163898585224	0.1061561	0.836101414776	0.8938439	0.0	0.629999246154	0.667924527035	0.0051515966084	0.01601620411	4879.34993483	4849.87147736
2010-03-30	4908.299805	4924.200195	4904.399902	4916.799805	0	4916.799805	0.00398178604056	4881.9864475	4847.20421051	86.59961	96.799805	-0.0564018739438	-0.0366677509048	1.05640187394	1.0366677509	0.0	0.60346104758	0.652448253801	0.0179287827634	0.0200829470954	4893.78320317	4856.78574914
2010-03-31	4911.600098	4928.899902	4875.5	4875.5	0	4875.5	-0.00839973288276	4891.93312107	4856.48362311	0.700195	61.299805	0.544742534121	0.340322585526	0.455257465879	0.659677414474	0.0	0.938257996175	0.677549418807	0.000143635642079	0.0127331233678	4893.89990233	4861.16430664
2010-04-01	4880.0	4907.700195	4879.5	4907.700195	0	4907.700195	0.00660449082145	4887.23794362	4859.01914003	16.200195	89.600097	0.225288896355	0.143435284934	0.774711103645	0.856564715066	0.0	0.50366594237	0.599480497234	0.00331190739037	0.0185965619596	4896.59993483	4867.56431357
2010-04-06	4924.700195	4956.600098	4924.700195	4953.700195	0	4953.700195	0.00937302568866	4893.08430116	4865.50994736	68.300293	169.600097	-0.26355225755	-0.16779652157	1.26355225755	1.16779652157	0.0	0.572973850694	0.633174974489	0.0139804917448	0.0354507835384	4907.983317	4879.67860621
2010-04-07	4953.799805	4971.299805	4953.600098	4960.899902	0	4960.899902	0.0014533998257	4910.40312797	4877.26864704	64.0	163.699707	-0.0353020825656	-0.0245003076923	1.03530208257	1.02450030769	0.0	0.7263099301	0.743398599626	0.0130694932061	0.0341240099112	4918.64998367	4891.37144243
2010-04-08	4944.299805	4944.899902	4930.799805	4937.899902	0	4937.899902	-0.00463625560974	4924.83077769	4888.41948104	40.600097	84.699707	0.348642703396	0.202056517853	0.651357296604	0.797943482147	0.0	0.71828161753	0.738978014255	0.00829030253744	0.0174523414648	4925.4166665	4897.4214215
2010-04-09	4943.700195	4958.399902	4940.799805	4948.100098	0	4948.100098	0.00206569517456	4928.56481321	4895.0168705	31.300293	85.0	0.242168624456	0.160662898783	0.757831375544	0.839337101217	0.0	0.619976853742	0.636833344549	0.00636598890363	0.0174785627043	4930.633382	4903.49285007
2010-04-12	4957.5	4986.100098	4957.5	4984.299805	0	4984.299805	0.00731588009196	4934.14632315	4902.09463417	108.799805	112.09961	-0.135699649911	-0.0900277613067	1.13569964991	1.09002776131	0.0	0.597874646616	0.637185366733	0.0223156199364	0.0230080057291	4948.76668283	4911.49996507
2010-04-13	4978.600098	4978.600098	4944.5	4951.600098	0	4951.600098	-0.00656054175698	4948.47588939	4913.05532361	43.899903	121.399903	0.32363947733	0.216708275912	0.67636052267	0.783291724088	0.0	0.851421001467	0.66636955227	0.00894510692498	0.0251335137466	4956.08333333	4920.17138671
2010-04-14	4958.299805	4996.799805	4957.600098	4994.700195	0	4994.700195	0.00870427662715	4949.36852042	4918.19462686	41.0	119.90039	-0.140066947663	-0.0568412448481	1.14006694766	1.05684124485	0.0	0.641339652511	0.685287283263	0.00827664137636	0.0245959618438	4962.91666667	4928.73570029
2010-04-15	5003.299805	5025.100098	5000.799805	5001.899902	0	5001.899902	0.00144146930124	4962.32042745	4928.39536928	41.0	110.399902	-0.0772741969697	-0.0314820802469	1.07727419697	1.03148208025	0.0	0.634514952925	0.683840130934	0.00826462956519	0.0225697438414	4969.75	4936.62140757
2010-04-16	4999.0	5002.200195	4973.399902	4984.700195	0	4984.700195	-0.00343863478618	4973.62884875	4938.19597364	46.800293	99.300293	0.428417576603	0.212295537559	0.571582423397	0.787704462441	0.0	0.634514952925	0.674352824011	0.00947777272298	0.0203259292979	4977.55004883	4943.71428564
2010-04-19	4965.399902	4965.399902	4909.399902	4915.100098	0	4915.100098	-0.0139627448547	4976.79209053	4944.39653649	-33.0	18.200196	1.30485904717	0.578033792097	-0.304859047168	0.421966207903	0.0	0.65961996457	0.651511561697	-0.00666922643973	0.0037166771558	4972.05004883	4945.01429964
2010-04-20	4914.200195	4944.899902	4914.200195	4925.799805	0	4925.799805	0.00217690520776	4959.16580695	4940.49034469	-58.5	28.5	0.858255183941	0.663771577208	0.141744816059	0.336228422792	0.0	0.419902532353	0.523587676632	-0.0117368541799	0.0058195334439	4962.30004883	4947.05001393
2010-04-21	4926.899902	4970.200195	4926.200195	4954.299805	0	4954.299805	0.00578586242402	4949.63266354	4938.53160607	2.699707	37.5	0.611928894226	0.473263680616	0.388071105774	0.526736319384	0.0	0.337949260467	0.535975887945	0.000545219110301	0.00762691211504	4962.75	4949.72858536
2010-04-22	4942.600098	4942.600098	4887.799805	4907.399902	0	4907.399902	-0.00946650482328	4950.96613253	4940.63403259	-87.300293	31.899902	1.01728605542	0.786765500648	-0.0172860554186	0.213234499352	0.0	0.507656600935	0.546285024236	-0.0174785852187	0.00654289857451	4948.19995117	4952.00714979
2010-04-23	4903.799805	4903.899902	4875.799805	4881.5	896401500	4881.5	-0.00527772395102	4938.51863809	4936.20281518	-120.399902	-26.200195	1.04588340536	0.986263745509	-0.0458834053617	0.0137362544907	-896401500.0	0.257632651078	0.538836134214	-0.0240708339549	-0.00533858914746	4928.13330083	4950.13570729
2010-04-27	4886.799805	4911.899902	4872.399902	4880.0	0	4880.0	-0.000307282597562	4922.22759864	4928.90910649	-104.700195	-73.700195	0.966770711704	0.971867469811	0.0332292882957	0.0281325301887	-896401500.0	0.197182303183	0.467605964066	-0.0210043113736	-0.0148778069118	4910.68326833	4944.87140764
2010-04-28	4849.100098	4851.200195	4785.399902	4822.799805	0	4822.799805	-0.0117213514344	4910.16257045	4922.38789229	-92.300293	-138.100097	1.50715693664	1.32482012662	-0.507156936636	-0.324820126622	-896401500.0	0.214089517799	0.39760973177	-0.0187789243677	-0.0278377108444	4895.29988617	4935.007115
2010-04-29	4817.700195	4818.700195	4779.299805	4785.600098	0	4785.600098	-0.0077133010915	4885.20178032	4909.10948065	-140.199707	-152.299804	0.998916690029	0.99916480669	0.00108330997072	0.000835193309561	-896401500.0	0.229641325629	0.331543718979	-0.0284623233891	-0.0308430318602	4871.93326833	4924.12855757
2010-04-30	4793.299805	4822.700195	4792.5	4807.399902	0	4807.399902	0.00455529161517	4856.7441568	4892.64156296	-146.899903	-140.700196	0.852802307004	0.885679155801	0.147197692996	0.114320844199	-896401500.0	0.144523541305	0.320442943565	-0.0296509918216	-0.0284351959769	4847.44995117	4914.07854357
2010-05-03	4782.799805	4788.799805	4753.399902	4785.5	0	4785.5	-0.00455545668062	4842.64579829	4881.27600817	-121.899902	-198.799805	0.962031941976	0.974775477587	0.0379680580242	0.0252245224134	-896401500.0	0.114434960413	0.338534812534	-0.0248400180206	-0.0398852020901	4827.13330083	4899.8785575
2010-05-04	4779.0	4804.5	4737.100098	4737.100098	0	4737.100098	-0.0101138652178	4826.31842735	4868.50587375	-144.399902	-214.5	1.10283788013	1.05999187428	-0.102837880126	-0.059991874279	-896401500.0	0.131721260081	0.264118956683	-0.0295810513162	-0.0433193302679	4803.0666505	4884.55712893
2010-05-05	4713.299805	4713.299805	4641.399902	4674.0	0	4674.0	-0.0133204063023	4800.82747611	4850.98510365	-206.0	-320.700195	1.3609849471	1.2190975625	-0.3609849471	-0.2190975625	-896401500.0	0.115956706483	0.254632038083	-0.0422131147541	-0.0642080970788	4768.73331717	4861.64997214
2010-05-06	4654.399902	4654.399902	4570.600098	4573.200195	0	4573.200195	-0.0215660686778	4764.59105436	4827.38708983	-249.59961	-428.699707	1.32506964611	1.177742174	-0.325069646113	-0.177742173997	-896401500.0	0.0873390955005	0.149200223704	-0.0517540889301	-0.0857073742776	4727.13338217	4831.0285645
2010-05-07	4542.0	4551.0	4427.299805	4480.700195	0	4480.700195	-0.0202265363544	4709.90795169	4793.49550385	-304.899903	-504.0	1.35660400004	1.20829444577	-0.356604000037	-0.208294445773	-896401500.0	0.0743515079907	0.110767480998	-0.0637119476672	-0.101109390793	4676.31673167	4795.0285645
2010-05-10	4497.200195	4599.799805	4497.200195	4599.799805	0	4599.799805	0.0265805800024	4644.4200212	4751.78946267	-207.600097	-315.300293	0.563733358988	0.682262154942	0.436266641012	0.317737845058	-896401500.0	0.0625533273704	0.0974434605427	-0.0431834466098	-0.0641493126718	4641.7167155	4772.507115
2010-05-11	4607.700195	4630.700195	4548.0	4548.0	0	4548.0	-0.0112613172738	4631.671388	4731.52417498	-237.5	-377.799805	0.680010252911	0.777675247203	0.319989747089	0.222324752797	-896401500.0	0.267159695985	0.266616597473	-0.0496290878696	-0.0766981647562	4602.13338217	4745.52141464
2010-05-12	4555.200195	4612.799805	4550.899902	4573.0	0	4573.0	0.00549692172383	4607.76527715	4707.05428498	-164.100098	-381.299805	0.613732450483	0.731626284151	0.386267549517	0.268373715849	-896401500.0	0.250367469596	0.236393716369	-0.0346414672701	-0.076963409565	4574.78336583	4718.28571429
2010-05-13	4588.799805	4652.799805	4588.299805	4652.799805	0	4652.799805	0.0174502088345	4597.83234082	4689.18038032	-21.200195	-254.600097	0.211538461538	0.562391089112	0.788461538462	0.437608910888	-896401500.0	0.318593471768	0.232645816894	-0.00453577128798	-0.0518808538298	4571.25	4700.09999307
2010-05-14	4639.600098	4639.799805	4596.200195	4611.100098	0	4611.100098	-0.00896228265725	4613.53733058	4684.32963694	37.899903	-270.399902	0.190663960835	0.620717589332	0.809336039165	0.379282410668	-896401500.0	0.477398465807	0.32935616824	0.00828739206332	-0.0553927895114	4577.5666505	4680.78571436
